Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Colombia,Government,101,"Colombia V - Santos",Americas,817,"Hacia un Nuevo Campo Colombiano: Reforma Rural Integral",2014-06-06,"Multiparty signed/agreed",22,56942,Intra,SubPar,Iss,"Delegates of Government of the Republic of Colombia (The National Government) and the Revolutionary Armed Forces of Colombia (FARC-EP)
 
Los delegados del Gobierno de la República de Colombia (el Gobierno Nacional) y las Fuerzas Armadas Revolucionarias de Colombia (FARC-EP)",,,COL,,100,,289,1507,,856,3,1,0,1,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,1,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1
Colombia,Government,101,"Colombia V - Santos",Americas,815,"Solución al Problema de las Drogas Ilícitas",2014-05-16,"Multiparty signed/agreed",26,71334,Intra,SubPar,Iss,"The National Government; the FARC - EP.",,,COL,,100,,289,,,856,3,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,101,"Colombia V - Santos",Americas,812,"Participacíon política: Apertura democrática para construir la paz",2013-11-06,"Multiparty signed/agreed",25,52892,Intra,SubPar,Iss,"The National Government; the FARC - EP.
",,,COL,,100,,289,1506,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,1,1,0,1,2,1,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1
Colombia,Government,98,"Colombia II - Samper",Americas,156,"Acuerdo de la Puerta del Cielo",1998-07-15,"Multiparty signed/agreed",6,10913,Intra,Pre,PreMix,"Presented in the preamble as an agremement of: 
civil society that is represented here, the National Liberation Army (Ejército de Liberación Nacional, ELN) and the National Peace Committee,

This agreement is signed by the following people on 15 July in Würzburg, Germany.

Aída Abello, Gustavo Alvarez Gardeazábal, Hernando Angarita Figueredo, Pablo Beltrán, Ana Teresa Bernal, Jaime Bernal Cuéllar, Nélson Berrio, Jaime Alberto Cabal, Jaime Caicedo, César Carrillo, Monsignor Luis Augusto Castro, José Fernando Castro, Luis Eduardo Garzón, Carlos Gaviria, Ana 
Mercedes Gómez, Mario Gómez, Camilo González Posso, Milton Hernández, Hernando Hernández, Gabriel Izquierdo, Father Jorge Martínez, Eugnio Marulanda, Alfredo Molano, Víctor Moncayo, Samuel Moreno, Antonio Picón, Sabas Pretelt de la Vega, Javier Darío Restrepo, José Noé Rios, Maria Isabel Rueda, Carlos Alberto Ruiz, Fransisco Santos, Juan Manuel Santos, Eduardo Umaña Luna, León Valencia, Alejo Vargas, Juán Vásquez, Luis Carlos Villegas, Jorge Visbal","Presented in preamble as an agreement 'facilitated' by: Episcopalian Conference of Germany and Colombia'",,COL,,100,,289,,,856,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1
Colombia,Government,98,"Colombia II - Samper",Americas,1120,"Primer Acuerdo entre el Gobierno Nacional y el Movimiento Jaime Bateman Cayón, Bases de la Negociación",1996-02-08,"Multiparty signed/agreed",5,6363,Intra,Pre,PreMix,"For the national government
•    DANIEL GARCÍA PEÑA JARAMILLO
•    RUBÉN SÁNCHEZ DAVID
•    ALFREDO MOLANO BRAVO

For the Jaime Bateman Cayón Movement:

•    JHON JAIRO
•    JORGE ELIÉCER ZAPATA
","For the Peace Facilitation Commission:
•    NUBI FERNÁNDEZ PERLAZA
•    GERMAN ROJAS NIÑO
•    LIBARDO OREJUELA DÍAZ
",,COL,,100,,289,,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,163,"Political Constitution of Colombia",1991-07-01,"Multiparty signed/agreed",128,347199,Intra,SubComp,FrCons,"National Constituent Assembly (Political Parties, Guerrilla Groups, Civil Society, Indigenous peoples)",,,COL,,100,,289,,,856,3,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,0,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,3,0,1,1,0,3,3,3,1,0,1,1,1,3,2,1,0,0,1,1,0,0,0,0,3,0,1,1,1,3,1,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,3,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,0,0,3,0,1,0,1,1,0,0,0,0,0,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,151,"Acuerdo Final entre el Gobierno Nacional y el Movimieto Armado Quintin Lame, Campamento de Pueblo Nuevo Caldono-Cauca",1991-05-27,"Multiparty signed/agreed",13,23404,Intra,SubComp,FrAg,"For the national government:
JESUS ANTONIO BEJARANO, Peace Council
CARLOS EDUARDO JARAMILLO C., Council Adviser
ALVARO HERNANDEZ, Council Adviser
TOMAS CONCHA S., Council Adviser
HUMBERTO VERGARA P. Council Adviser
GONZALO DE FRANCISCO Z., Council Adviser
GABRIEL RESTREPO F., Council Adviser

For MAQL:
Chief of staff:

GILDARDO FERNANDEZ
CARLOS ANDRADE
RICARDO ROMERO
RUBEN DARIO MONROY
RICHARD SANCHEZ
FRANKY GUERRERO

Political leadership:
LEONARDO ULCUE
CIRO TIQUE
IVAN QUINTERO
FERNANDO MUÑOZ
GABRIEL MARTINEZ","International monitors:
The World Council of Indigenous Peoples:
DONALD ROJAS, President
RODRIGO CONTRERAS

The Spanish Human Rights Association:
LUIS OTERO FERNANDEZ",,COL,,100,,289,,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,1098,"Acuerdo entre la Consejería de Paz y la Comisión Negociadora del MAQL, Mesa de Togoima, Páez, Cauca",1991-03-06,"Multiparty signed/agreed",2,1660,Intra,SubPar,MultIss,"Por el Gobierno Nacional:
JESÚS ANTONIO BE]ARANO Consejero para la Paz
CARLOS EDUARDO JARAMILLO
Asesor Consejería
ÁLVARO HERNÁNDEZ
Asesor Consejería
HUMBERTO VERGARA PORTELA
Asesor Consejería

Por el Quintin Lame:
GILDARDO FERNÁNDEZ
CIRO TIQUE
LEONARDO ULCUE
CARLOS ANDRADE","JORGE MUÑOZ FERNÁNDEZ
Testigo, Caucanos por la Paz
",,COL,,100,,289,,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,152,"Acuerdo Final entre el Gobierno Nacional y el Partido Revolucionario de los Trabajadores, don Gabriel, Ovejas, Sucre",1991-01-25,"Multiparty signed/agreed",15,22918,Intra,SubComp,FrAg,"On behalf of the national government:
JESUS ANTONIO BEJARANO Presidential Council
CARLOS EDUARDO JARAMILLO Council Adviser
GONZALO DE FRANCISCO Council Adviser
ALVARO HERNÁNDEZ Council Adviser
GABRIEL RESTREPO Council Adviser
TOMAS CONCHA SANZ Council Adviser

On behalf or PRT:
VALENTIN GONZALEZ
SERGIO SIERRA
PABLO RONCALLO
RAFAEL GONZALEZ
ERNESTO FALLA",,,COL,,100,,289,,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,1,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,1088,"Acuerdo entre el PCC M-L, EPL, Quintín Lame y PRT y Partidos Políticos Signatarios del Acuerdo Para la Constituyente",1990-09-24,"Multiparty signed/agreed",2,3225,Intra,Pre,Prin,"Por el Movimiento de Salvacion Nacional: RODRIGO MARIN BERNAL. Por el Partido Social Conservador: DIEGO PARDO KOPPEL. Por la Alianza Democrática M-19: DIEGO MONTÑA CUELLAR, CAMILO GONZALEZ, JAMIE FAJARDO, OTTO ÑAÑEZ. 

Por el Mando Central del EPL, BERNARDO GUTiERREZ, OCTAVIO HERNANDEZ, CARLOS ALBERTO RESTREPO Y JAIRO MORALES. Por la direccion nacional del PRT: SERGIO SIERRA Y VÍCTOR CRUZ. Por el Estado Mayor del Quintín Lame: LEONARDO ULCUÉ, MAURICIO PAEZ. 

Por el Partido Comunista Marxista-Leninista: JORGE OCAMPO Y RAÚL TEJADA",,,COL,,100,,289,1573,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,97,"Colombia I - Gaviria",Americas,1097,"Acuerdo entre el Gobierno Nacional y el Movimiento Armado Quintín Lame, Cauca",1990-09-14,"Multiparty signed/agreed",2,2025,Intra,Pre,PreMix,"Por el Gobierno Nacional
JESUS ANTONIO BEJARANO
Consejero Presidencial
ALVARO HERNJÍNDEZ V.
Asesor
CARLOS EDUARDO JARAMILLO
Asesor

Por el Quintín Lame
GILDARDO FERNJÍNDEZ COMANDANTE GENERAL CIRO TIQUE
Comisión Negociadora Q.L.
",,,COL,,100,,289,,,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Democratic Republic of Congo",Government,28,"DRC: Second Congo war process","Africa (excl MENA)",404,"Intercongolese Negotiations: The Final Act ('The Sun City Agreement')",2003-04-02,"Multiparty signed/agreed",95,160269,Intra,SubComp,FrAg,"For the Government of the Democratic Republic of Congo
Léonard She Okitundu

For the Congolese Rally for Democracy
Adolphe Onusumba Yemba

For the Movement of Liberation of Congo
Jean-Pierre Bemba Gombo

For the Congolese Rally for Democracy/Movement of Liberation
1. Koloso Sumaili 
2. Tibasima Mbongemu Ateenyi
3. Wamba Dia Wamba

For the Congolese Rally for Democracy/National
Roger Lumbala

For the Mai Mai
Anselme Enerunga

For the Forces Vives of the Nation 
1.	Dr Rev Jean Luc Kuye Ndondo Wa Mutemera 
2.	Philippe Dinzolele Nzambi 
3.	Pierre Anatole Matusila 
4.	Bahati Lukwebo 
5.	Gertrude Biyaya Ndaya Kazadi

For the Unarmed Political Opposition
CODEP	Raymond Tshibanda
COPACO - Christophe Tshimanga
COPOC - Bembe M Bathy
CPR/AL - Alphonse Lupumba
DFC - Venant Tshipasa Vangi Sivavi
EGO - Arthur Z’Ahidi Ngoma
FCI - Nicolas Georges Badingaka Mobiani
FONUS - Joseph Olengankoy
FPC - Aziz Kumbi
FRUONAR - Cyprien Rwakabuba Shinga
FSD - Eugéne Diomi Ndongala
G14 - Kabamba Mbebwe, Kumbu Ki Lutete
GNPO - Denis Katalay
MNC/L - Francois Lumumba
MPI - Justin-Marie Bomboko Lokumba
MPR-Fait Privé - Catherine Nzuzi wa Mbombo
MSDD - Christophe Lutundula
PALU - Antoine Gizenga
PDSC - André Bo-Boliko
RMI - Franck Diongo
ROC - Ingele Ifoto
ROM - Patrice-Aimé Sesanga
UDPS - Etienne Tshisekedi
UNAFEC - Honorius Kisimba Ngoy
UODC - Binda Phumu

For the External Political Opposition
1.	Gerard Kamanda wa Kamanda 
2.	Alafuele Kalala 
3.	Francois Tshipamba Mpuila 
4.	W’Otete Otete Omanga
5.	O. Muyima","Witness
The Facilitator Sir Ketumile Masire

For the African Union H.E. Mr Thabo Mbeki Chairman of the African Union

For the United Nations H.E. Moustapha Niasse Special Envoy of the Secretary-General on the Inter-Congolese Dialogue","Page 1, Untitled Preamble:
RECALLING the LUSAKA Agreement for a ceasefire in the Democratic Republic of Congo, signed in Lusaka on 10 July, 30 July and 31 August 1999;

Page 2, Article 1:
...
2. The Global and Inclusive Agreement signed in Pretoria on 17 December 2002, together with the Additional Memorandum on the Army and Security, signed in Pretoria on 6 March 2003.
RECALLING the Declaration of Fundamental Principles signed in Lusaka on 4 May 2001, by the Parties to the aforementioned Agreement;
RECALLING the Act of Commitment signed in Gaborone on 24 August 2001 by the representatives of the components and entities to the Inter-Congolese Political Negotiations;

Page 2, ARTICLE 2:
The Parties commit themselves to refrain from any act or conduct contrary to the provisions of the Lusaka Agreement and of the instruments mentioned in Article 1 above, and to spare no effort in ensuring that the said provisions are respected and implemented in their letter and spirit.
In that regard, the Parties further commit themselves to the earliest possible installation of the Transitional Government and other institutions, as envisaged in the said Global and Inclusive Agreement.

Page 11-12, 1. Resolution No DIC/CPJ/01, RELATING TO THE GLOBAL AND INCLUSIVE AGREEMENT ON THE TRANSITION IN THE DRC, SIGNED IN PRETORIA ON 17 DECEMBER 2992, AND THE MEMORANDUM ADDITIONAL THERETO SIGNED ON 6 MARCH 2003:
CONSIDERING the Agreement for a Ceasefire in the DRC, signed on 10 July, 30 July and 31 August 1999;
RECALLING the Declaration of the Fundamental Principles of the Inter-Congolese Political Negotiations signed at Lusaka on 4 May 2001, by the parties signatory to the Agreement mentioned above;
RECALLING the Gaborone Act of Commitment signed by the representatives of the components at the Inter-Congolese Political Negotiations on 24 August 2001;
[...]
CALL ON the international community to maintain its interest and support by accompanying the efforts of the Transitional Government authorities and the people of the DRC in order to ensure the consolidation of peace and stability in the DRC.
REQUEST the transitional institutions to ensure the full and faithful implementation of the said Global and Inclusive Agreement on the Transition in the DRC, as well as the Additional Memorandum on the Army and Security.


",COD,,490,,283,1290,,905,3,1,0,1,0,3,1,0,1,0,3,1,0,1,0,0,0,0,0,0,3,1,1,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,3,1,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,3,3,1,1,1,1,3,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,2,2,0,1,0,1,1,3,0,0,0,2,2,1,1,0,0,2,0,1,3,0,0,2,0,3,0,1,3,1,1,0,1,1,1
